,parcelid,square_feet,bedrooms,bathrooms,yearbuilt,fips,lot_size,tax_value
10783,12597485,660.0,1.0,1.0,1918.0,6037.0,2097.0,443825.0
10784,12619374,1500.0,4.0,2.0,1967.0,6037.0,4659.0,404892.0
10785,10935340,1877.0,3.0,2.0,1922.0,6037.0,2313.0,252310.0
10786,12452010,1312.0,2.0,2.0,1942.0,6037.0,,308127.0
10787,11608525,2288.0,3.0,2.0,1952.0,6037.0,8115.0,1900000.0
10788,12023035,988.0,1.0,2.0,1962.0,6037.0,2488.0,415256.0
10789,11051731,2026.0,3.0,2.0,1956.0,6037.0,7918.0,171011.0
10790,13092214,2498.0,3.0,3.0,1985.0,6037.0,11757.0,910821.0
10791,11460921,1200.0,3.0,1.0,1945.0,6037.0,5757.0,442318.0
10792,11460921,1200.0,3.0,1.0,1945.0,6037.0,5757.0,442318.0
10793,11624538,4004.0,5.0,4.0,1951.0,6037.0,8097.0,917521.0
10794,11057536,2346.0,4.0,2.0,1955.0,6037.0,11546.0,141566.0
10795,11784695,890.0,1.0,1.0,2006.0,6037.0,74818.0,605000.0
10796,12248323,1659.0,3.0,3.0,1989.0,6037.0,20634.0,197970.0
10797,12887183,1344.0,2.0,2.0,1984.0,6037.0,3154.0,158319.0
10798,11594313,1706.0,3.0,2.0,1922.0,6037.0,5567.0,568583.0
10799,11083106,1522.0,3.0,2.0,1980.0,6037.0,44879.0,308910.0
10800,11083106,1522.0,3.0,2.0,1980.0,6037.0,44879.0,308910.0
10801,10934260,1260.0,2.0,2.0,1960.0,6037.0,5084.0,86101.0
10802,11113547,2366.0,4.0,3.0,1998.0,6037.0,7533.0,366571.0
10803,11483052,1528.0,3.0,2.0,1954.0,6037.0,5113.0,638703.0
10804,11981106,1073.0,2.0,2.0,1992.0,6037.0,34944.0,254647.0
10805,12665757,2720.0,3.0,4.0,2012.0,6037.0,,1379350.0
10806,12072246,2196.0,4.0,3.0,1963.0,6037.0,5944.0,1055000.0
10807,11348443,3066.0,4.0,3.0,2004.0,6037.0,8295.0,635000.0
10808,13086379,1234.0,2.0,2.0,1980.0,6037.0,245503.0,316000.0
10809,12616044,1432.0,3.0,2.0,1964.0,6037.0,5328.0,52972.0
10810,12660190,1622.0,3.0,2.0,1952.0,6037.0,7441.0,427999.0
10811,11095218,1683.0,3.0,2.0,1981.0,6037.0,5205.0,263896.0
10812,13029667,1238.0,3.0,2.0,1955.0,6037.0,9143.0,51306.0
10813,12650331,988.0,2.0,1.0,1922.0,6037.0,5003.0,35154.0
10814,12627677,805.0,2.0,1.0,1954.0,6037.0,5972.0,235998.0
10815,12069679,2687.0,4.0,3.0,1929.0,6037.0,9974.0,414000.0
10816,11058996,1570.0,3.0,2.0,1960.0,6037.0,7511.0,337218.0
10817,10761102,1512.0,4.0,2.0,1954.0,6037.0,5947.0,444000.0
10818,12898701,1580.0,4.0,3.0,1995.0,6037.0,2330.0,475000.0
10819,11893236,2872.0,4.0,3.0,1935.0,6037.0,11361.0,2381729.0
10820,12396200,1347.0,3.0,2.0,1949.0,6037.0,5962.0,141603.0
10821,12529398,1628.0,2.0,2.0,1955.0,6037.0,7847.0,611477.0
10822,11313531,2209.0,3.0,2.0,2010.0,6037.0,11275.0,233233.0
10823,11225084,1402.0,3.0,2.0,1986.0,6037.0,39663.0,151271.0
10824,12047601,2073.0,3.0,3.0,1926.0,6037.0,7190.0,367875.0
10825,11916889,1176.0,3.0,2.0,1948.0,6037.0,7514.0,670000.0
10826,12418556,1448.0,2.0,2.0,1941.0,6037.0,8439.0,373282.0
10827,12522140,1517.0,3.0,2.0,1959.0,6037.0,6004.0,80747.0
10828,12522936,3096.0,4.0,4.0,1968.0,6037.0,8133.0,930085.0
10829,13056815,1768.0,3.0,3.0,1996.0,6037.0,361846.0,484000.0
10830,11077602,1738.0,3.0,2.0,1966.0,6037.0,6042.0,145351.0
10831,12758511,1136.0,3.0,1.0,1955.0,6037.0,5080.0,305856.0
10832,12486118,872.0,2.0,1.0,1950.0,6037.0,5040.0,419153.0
10833,11086818,1488.0,3.0,3.0,1981.0,6037.0,122458.0,265257.0
10834,12755414,1044.0,3.0,1.0,1948.0,6037.0,5823.0,393000.0
10835,12745293,1294.0,3.0,2.0,1952.0,6037.0,5710.0,49649.0
10836,11565983,1315.0,2.0,2.0,1996.0,6037.0,27421.0,741813.0
10837,12197446,1912.0,2.0,2.0,1948.0,6037.0,6215.0,80058.0
10838,12957044,2819.0,4.0,4.0,1979.0,6037.0,133942.0,246105.0
10839,11213274,1631.0,3.0,2.0,1989.0,6037.0,7030.0,137459.0
10840,11267827,2976.0,3.0,4.0,1988.0,6037.0,107502.0,419722.0
10841,12538237,2472.0,0.0,0.0,1938.0,6037.0,6251.0,679063.0
10842,11020192,1076.0,3.0,2.0,1955.0,6037.0,8862.0,259438.0
10843,12293928,1706.0,4.0,2.0,1948.0,6037.0,6201.0,385000.0
10844,12539856,810.0,2.0,2.0,1985.0,6037.0,13539.0,201719.0
10845,12122108,1612.0,2.0,1.0,1947.0,6037.0,8189.0,464905.0
10846,12730518,1345.0,3.0,1.0,1954.0,6037.0,6026.0,57321.0
10847,10875963,1230.0,3.0,2.0,1950.0,6037.0,5404.0,290443.0
10848,11448516,743.0,2.0,1.0,1950.0,6037.0,4999.0,434818.0
10849,11071730,2400.0,4.0,3.0,1962.0,6037.0,10969.0,664000.0
10850,10732781,2881.0,3.0,4.0,1952.0,6037.0,20464.0,757360.0
10851,13099555,1472.0,4.0,2.0,1968.0,6037.0,6554.0,243034.0
10852,11109428,1874.0,4.0,2.0,1966.0,6037.0,14727.0,423157.0
10853,13012489,1864.0,3.0,3.0,1977.0,6037.0,7940.0,611180.0
10854,11711930,1530.0,3.0,2.0,1955.0,6037.0,7532.0,247740.0
10855,11109456,2025.0,4.0,3.0,1965.0,6037.0,16245.0,457704.0
10856,11072453,2373.0,4.0,3.0,1964.0,6037.0,12183.0,620929.0
10857,12427170,960.0,3.0,1.0,1953.0,6037.0,5377.0,364000.0
10858,12958198,1282.0,3.0,2.0,1937.0,6037.0,9145.0,570046.0
10859,12958180,1088.0,2.0,1.0,1922.0,6037.0,7177.0,395288.0
10860,12481792,1358.0,3.0,2.0,1944.0,6037.0,5376.0,465988.0
10861,12136278,1387.0,3.0,3.0,1973.0,6037.0,15999.0,365129.0
10862,11248807,1059.0,3.0,2.0,1988.0,6037.0,29322.0,114600.0
10863,12499543,1432.0,4.0,2.0,1944.0,6037.0,5388.0,388324.0
10864,12792801,1779.0,3.0,2.0,1951.0,6037.0,9614.0,79476.0
10865,12328559,1552.0,3.0,2.0,1957.0,6037.0,5244.0,499000.0
10866,11998819,1685.0,2.0,1.0,1924.0,6037.0,6539.0,255868.0
10867,11758179,1860.0,3.0,3.0,2007.0,6037.0,23417.0,778000.0
10868,12150930,1594.0,3.0,3.0,1993.0,6037.0,15602.0,590000.0
10869,11544460,1722.0,3.0,2.0,1978.0,6037.0,7241.0,504510.0
10870,11238748,1196.0,3.0,2.0,1985.0,6037.0,8143.0,182800.0
10871,11536921,1114.0,3.0,2.0,1950.0,6037.0,3599.0,1216752.0
10872,10748459,4602.0,5.0,6.0,2002.0,6037.0,18772.0,1656853.0
10873,12333099,770.0,2.0,2.0,1991.0,6037.0,59012.0,167610.0
10874,11324155,2455.0,4.0,3.0,2005.0,6037.0,6044.0,159153.0
10875,11997591,1716.0,3.0,2.0,1925.0,6037.0,6581.0,1168775.0
10876,12496674,1175.0,2.0,1.0,1950.0,6037.0,4820.0,485228.0
10877,13059681,1079.0,3.0,2.0,1974.0,6037.0,200043.0,101363.0
10878,11137724,2930.0,4.0,3.0,1987.0,6037.0,10476.0,566039.0
10879,11247796,1134.0,3.0,2.0,1989.0,6037.0,48825.0,68965.0
10880,12504473,810.0,2.0,1.0,1922.0,6037.0,2599.0,250000.0
10881,12326957,1570.0,4.0,2.0,1947.0,6037.0,5474.0,271955.0
10882,11758072,1740.0,3.0,3.0,2006.0,6037.0,9479.0,719700.0
10883,10839562,1735.0,3.0,3.0,1954.0,6037.0,6480.0,388642.0
10884,11079418,1200.0,4.0,2.0,1974.0,6037.0,13575.0,584556.0
10885,12511193,919.0,2.0,2.0,1980.0,6037.0,9923.0,304583.0
10886,12980202,1674.0,4.0,2.0,1936.0,6037.0,6768.0,175998.0
10887,12815005,921.0,3.0,2.0,1955.0,6037.0,6377.0,212205.0
10888,11144412,964.0,2.0,2.0,1988.0,6037.0,815788.0,183433.0
10889,12815534,1803.0,3.0,2.0,1965.0,6037.0,11800.0,87147.0
10890,12513332,1972.0,3.0,2.0,1947.0,6037.0,5878.0,340119.0
10891,12977032,1224.0,2.0,2.0,1952.0,6037.0,27590.0,545206.0
10892,12515736,1279.0,2.0,1.0,1953.0,6037.0,6141.0,638000.0
10893,12813188,2289.0,5.0,3.0,1972.0,6037.0,5233.0,320180.0
10894,10996356,1280.0,3.0,2.0,1958.0,6037.0,7186.0,441633.0
10895,12506804,3089.0,4.0,4.0,2001.0,6037.0,8452.0,1023971.0
10896,10768467,1383.0,3.0,2.0,1959.0,6037.0,8927.0,481000.0
10897,11534328,1582.0,2.0,2.0,1966.0,6037.0,73857.0,757490.0
10898,11692931,3008.0,4.0,3.0,1958.0,6037.0,11171.0,2436600.0
10899,11815105,1168.0,3.0,1.0,1947.0,6037.0,6286.0,363835.0
10900,11691739,2184.0,3.0,3.0,1965.0,6037.0,15815.0,577544.0
10901,11320696,2802.0,4.0,3.0,1992.0,6037.0,10783.0,259502.0
10902,11517052,760.0,2.0,1.0,1925.0,6037.0,5001.0,945051.0
10903,10831298,2825.0,5.0,2.0,1938.0,6037.0,14997.0,554784.0
10904,12643662,961.0,2.0,2.0,1982.0,6037.0,177045.0,192012.0
10905,11128678,2344.0,3.0,3.0,1970.0,6037.0,10782.0,300105.0
10906,11357458,1484.0,3.0,2.0,1979.0,6037.0,108803.0,149689.0
10907,12429953,1076.0,3.0,1.0,1950.0,6037.0,5099.0,62649.0
10908,12840244,2204.0,5.0,4.0,1965.0,6037.0,7610.0,514914.0
10909,12840024,1150.0,3.0,2.0,1960.0,6037.0,5909.0,248337.0
10910,10903600,1412.0,2.0,1.0,1951.0,6037.0,6524.0,81341.0
10911,11270001,1569.0,3.0,2.0,1979.0,6037.0,6899.0,202948.0
10912,12938111,1333.0,3.0,2.0,1955.0,6037.0,8529.0,339531.0
10913,12118422,2100.0,5.0,4.0,1925.0,6037.0,6558.0,862962.0
10914,12705341,2995.0,4.0,4.0,1966.0,6037.0,10008.0,1279215.0
10915,10960027,660.0,1.0,2.0,1985.0,6037.0,39642.0,311000.0
10916,12113905,1780.0,2.0,3.0,2008.0,6037.0,,817276.0
10917,10909335,618.0,1.0,1.0,1956.0,6037.0,129399.0,295126.0
10918,10873677,889.0,2.0,1.0,1951.0,6037.0,7107.0,362435.0
10919,12749741,1285.0,3.0,2.0,1954.0,6037.0,6840.0,82374.0
10920,12749741,1285.0,3.0,2.0,1954.0,6037.0,6840.0,82374.0
10921,11270493,1151.0,2.0,3.0,1991.0,6037.0,263762.0,125000.0
10922,13049766,3250.0,4.0,3.0,1989.0,6037.0,19375.0,342737.0
10923,12190882,1072.0,2.0,2.0,1921.0,6037.0,4679.0,324879.0
10924,11159449,1169.0,3.0,2.0,1973.0,6037.0,1350.0,297619.0
10925,12061737,912.0,2.0,2.0,1974.0,6037.0,30619.0,305309.0
10926,12553566,590.0,1.0,1.0,1957.0,6037.0,15023.0,73893.0
10927,11841999,1180.0,2.0,2.0,2006.0,6037.0,9207.0,345183.0
10928,12392259,1171.0,2.0,1.0,1948.0,6037.0,5974.0,47680.0
10929,12018538,1015.0,1.0,2.0,1969.0,6037.0,28995.0,198483.0
10930,12944720,1565.0,3.0,1.0,1954.0,6037.0,10773.0,248288.0
10931,11581633,1669.0,2.0,3.0,1981.0,6037.0,7496.0,1040630.0
10932,10774508,1161.0,3.0,2.0,1973.0,6037.0,285702.0,313000.0
10933,10939717,748.0,1.0,1.0,1948.0,6037.0,3000.0,278937.0
10934,11155229,843.0,2.0,2.0,1984.0,6037.0,168630.0,196749.0
10935,11069083,1399.0,2.0,3.0,2004.0,6037.0,92794.0,460811.0
10936,13096523,1044.0,3.0,2.0,1958.0,6037.0,6565.0,202526.0
10937,11023431,1275.0,3.0,2.0,1953.0,6037.0,7195.0,205769.0
10938,11665344,684.0,1.0,1.0,1963.0,6037.0,204377.0,430000.0
10939,11361588,1814.0,3.0,3.0,1989.0,6037.0,4958.0,154346.0
10940,12432511,1056.0,2.0,1.0,1978.0,6037.0,771.0,190985.0
10941,12726869,1079.0,3.0,1.0,1951.0,6037.0,4910.0,105979.0
10942,13096623,1437.0,4.0,2.0,1960.0,6037.0,7705.0,54009.0
10943,11893274,4975.0,6.0,5.0,1929.0,6037.0,31627.0,2398898.0
10944,11538668,1370.0,0.0,2.0,2006.0,6037.0,39559.0,683450.0
10945,12401008,2365.0,3.0,4.0,1956.0,6037.0,10576.0,695000.0
10946,13048528,1258.0,3.0,3.0,1987.0,6037.0,2493.0,380000.0
10947,12192975,1516.0,2.0,2.0,1929.0,6037.0,4567.0,72955.0
10948,12222689,2030.0,4.0,2.0,1939.0,6037.0,6627.0,58146.0
10949,12141248,1805.0,2.0,2.0,1927.0,6037.0,11196.0,1164974.0
10950,11877238,750.0,2.0,1.0,1927.0,6037.0,3016.0,312028.0
10951,11537901,1835.0,2.0,3.0,1999.0,6037.0,122942.0,929823.0
10952,12138712,1842.0,3.0,3.0,1964.0,6037.0,112185.0,608133.0
10953,12881118,1468.0,3.0,1.0,1904.0,6037.0,8601.0,77420.0
10954,10982971,1360.0,4.0,2.0,1959.0,6037.0,7874.0,54412.0
10955,12709304,3184.0,6.0,3.0,1966.0,6037.0,10442.0,1675162.0
10956,11234927,1410.0,3.0,2.0,1988.0,6037.0,7372.0,134276.0
10957,12856150,3198.0,5.0,3.0,1978.0,6037.0,11437.0,418102.0
10958,12782012,936.0,2.0,1.0,1941.0,6037.0,6368.0,141703.0
10959,11285362,1346.0,4.0,2.0,1969.0,6037.0,6827.0,155000.0
10960,11580758,1437.0,2.0,2.0,1938.0,6037.0,7510.0,632417.0
10961,12819784,1202.0,2.0,1.0,1953.0,6037.0,14570.0,289346.0
10962,12771636,1407.0,3.0,2.0,1963.0,6037.0,6915.0,69748.0
10963,10730623,1448.0,4.0,2.0,1957.0,6037.0,7627.0,527044.0
10964,12098086,1141.0,3.0,1.0,1937.0,6037.0,6025.0,839816.0
10965,12773003,1814.0,4.0,2.0,1955.0,6037.0,5602.0,195985.0
10966,10834146,1585.0,3.0,1.0,1950.0,6037.0,8873.0,375540.0
10967,12160031,904.0,2.0,1.0,1926.0,6037.0,9949.0,571095.0
10968,13069498,2704.0,4.0,3.0,1988.0,6037.0,8573.0,474311.0
10969,11200224,1108.0,3.0,2.0,1987.0,6037.0,7226.0,153224.0
10970,13046409,1759.0,4.0,2.0,1971.0,6037.0,11423.0,330324.0
10971,10892670,1924.0,3.0,2.0,1949.0,6037.0,11779.0,315736.0
10972,12159062,1194.0,3.0,2.0,1925.0,6037.0,6966.0,57587.0
10973,12817947,1481.0,3.0,3.0,1984.0,6037.0,183503.0,299742.0
10974,11233057,2678.0,4.0,3.0,2007.0,6037.0,7168.0,261000.0
10975,12097077,2113.0,0.0,2.0,2002.0,6037.0,23940.0,746305.0
10976,12700932,1848.0,3.0,2.0,1961.0,6037.0,6745.0,480799.0
10977,11511775,892.0,2.0,2.0,1972.0,6037.0,43536.0,135974.0
10978,10801329,2300.0,4.0,3.0,1949.0,6037.0,5581.0,371159.0
10979,12701001,2365.0,3.0,2.0,1975.0,6037.0,7215.0,733946.0
10980,11531620,956.0,2.0,1.0,1939.0,6037.0,5868.0,70573.0
10981,11030915,910.0,2.0,1.0,1948.0,6037.0,5101.0,248634.0
10982,12709284,1864.0,3.0,2.0,1961.0,6037.0,10862.0,124631.0
10983,12110569,988.0,2.0,2.0,1982.0,6037.0,48126.0,483000.0
10984,11593378,1190.0,2.0,2.0,1964.0,6037.0,18745.0,168280.0
10985,11545320,878.0,2.0,3.0,1985.0,6037.0,23437.0,565500.0
10986,11249585,888.0,2.0,1.0,1987.0,6037.0,29438.0,75888.0
10987,11894532,1330.0,2.0,3.0,2008.0,6037.0,,487319.0
10988,11589954,1229.0,2.0,2.0,1980.0,6037.0,134111.0,715718.0
10989,10864574,1950.0,3.0,2.0,1954.0,6037.0,10042.0,960000.0
10990,12847819,1912.0,4.0,3.0,1985.0,6037.0,7795.0,475468.0
10991,12805940,1597.0,3.0,1.0,1949.0,6037.0,6009.0,144927.0
10992,11797465,865.0,2.0,1.0,1906.0,6037.0,3497.0,280000.0
10993,11797465,865.0,2.0,1.0,1906.0,6037.0,3497.0,280000.0
10994,12788159,844.0,2.0,1.0,1924.0,6037.0,7770.0,45308.0
10995,12794623,1310.0,3.0,2.0,1954.0,6037.0,6613.0,381636.0
10996,12853693,1640.0,4.0,2.0,1961.0,6037.0,9312.0,551000.0
10997,12110392,1295.0,2.0,2.0,1987.0,6037.0,23494.0,476344.0
10998,11750658,2033.0,3.0,1.0,1924.0,6037.0,8591.0,883113.0
10999,11202058,1292.0,4.0,2.0,1957.0,6037.0,7375.0,96372.0
11000,11925489,2017.0,3.0,2.0,1948.0,6037.0,6895.0,409434.0
11001,11925564,1144.0,2.0,2.0,1980.0,6037.0,27681.0,547319.0
11002,13059280,2155.0,4.0,3.0,1988.0,6037.0,23003.0,693807.0
11003,10728266,1570.0,3.0,2.0,1960.0,6037.0,8121.0,270826.0
11004,11248947,1176.0,3.0,2.0,1979.0,6037.0,29456.0,121829.0
11005,10793776,610.0,1.0,1.0,1987.0,6037.0,61558.0,258000.0
11006,10986589,912.0,2.0,2.0,1988.0,6037.0,170370.0,215000.0
11007,12703388,2544.0,2.0,2.0,1950.0,6037.0,23407.0,165251.0
11008,10800300,1877.0,3.0,3.0,1974.0,6037.0,239725.0,242058.0
11009,12153029,2825.0,4.0,3.0,1956.0,6037.0,9216.0,868190.0
11010,11202320,1122.0,3.0,2.0,1956.0,6037.0,8282.0,112444.0
11011,12888729,1312.0,4.0,2.0,1955.0,6037.0,5986.0,327875.0
11012,12141311,1361.0,3.0,2.0,1953.0,6037.0,11517.0,1014822.0
11013,11348729,3631.0,5.0,5.0,2003.0,6037.0,7753.0,838500.0
11014,11250476,1346.0,3.0,2.0,1985.0,6037.0,21652.0,81580.0
11015,10802993,1149.0,2.0,2.0,1971.0,6037.0,56030.0,309000.0
11016,13049277,1336.0,4.0,2.0,1974.0,6037.0,1554.0,81925.0
11017,10933318,2211.0,2.0,3.0,1957.0,6037.0,19399.0,251592.0
11018,12153746,1512.0,3.0,2.0,1988.0,6037.0,6033.0,414084.0
11019,10788158,822.0,2.0,1.0,1949.0,6037.0,6752.0,380000.0
11020,11890131,1603.0,2.0,2.0,1950.0,6037.0,6048.0,175790.0
11021,12457328,1272.0,2.0,1.0,1943.0,6037.0,7157.0,280771.0
11022,11235787,1687.0,4.0,2.0,1995.0,6037.0,5101.0,106631.0
11023,12148968,3044.0,4.0,4.0,1938.0,6037.0,10250.0,1218299.0
11024,11509559,2410.0,2.0,2.0,1937.0,6037.0,4247.0,6522981.0
11025,12435620,1719.0,3.0,1.0,1953.0,6037.0,5138.0,75336.0
11026,10799182,1070.0,2.0,3.0,1979.0,6037.0,174400.0,238093.0
11027,11616442,1525.0,2.0,2.0,1982.0,6037.0,16228.0,478265.0
11028,11887550,3070.0,3.0,3.0,1950.0,6037.0,21944.0,1298344.0
11029,12820618,1860.0,5.0,2.0,1959.0,6037.0,10026.0,280350.0
11030,11377021,480.0,1.0,0.0,1958.0,6037.0,190893.0,13198.0
11031,12674601,2527.0,4.0,3.0,1986.0,6037.0,7136.0,561497.0
11032,12177627,1522.0,3.0,2.0,1955.0,6037.0,6382.0,483029.0
11033,11767505,840.0,2.0,1.0,1911.0,6037.0,2361.0,131939.0
11034,11899418,1610.0,3.0,3.0,1981.0,6037.0,1014.0,492395.0
11035,11743622,1884.0,4.0,3.0,1919.0,6037.0,5480.0,600000.0
11036,12119221,1608.0,3.0,3.0,1923.0,6037.0,8998.0,673096.0
11037,12068159,1864.0,2.0,3.0,1982.0,6037.0,38248.0,686000.0
11038,12068159,1864.0,2.0,3.0,1982.0,6037.0,38248.0,686000.0
11039,13043570,3744.0,4.0,3.0,1990.0,6037.0,14079.0,728361.0
11040,10910045,970.0,2.0,3.0,1988.0,6037.0,,481000.0
11041,12671922,1408.0,3.0,2.0,1955.0,6037.0,5399.0,98834.0
11042,12127048,1676.0,3.0,2.0,1951.0,6037.0,7212.0,517879.0
11043,11281671,2179.0,4.0,3.0,1969.0,6037.0,11082.0,190818.0
11044,12830632,2341.0,3.0,3.0,1956.0,6037.0,9121.0,495491.0
11045,12175150,2496.0,5.0,2.0,1924.0,6037.0,12375.0,1002419.0
11046,11514918,1874.0,4.0,4.0,2003.0,6037.0,2846.0,1527889.0
11047,13042354,1550.0,3.0,2.0,1962.0,6037.0,8986.0,575788.0
11048,13042842,1412.0,3.0,2.0,1962.0,6037.0,10132.0,533006.0
11049,11515074,1439.0,2.0,3.0,1987.0,6037.0,92629.0,286945.0
11050,12011550,1270.0,1.0,2.0,2009.0,6037.0,,822352.0
11051,12722448,1012.0,3.0,1.0,1950.0,6037.0,6630.0,41992.0
11052,12831141,3085.0,3.0,3.0,1976.0,6037.0,96062.0,721505.0
11053,11215418,1640.0,4.0,2.0,1997.0,6037.0,9509.0,250000.0
11054,11499982,1388.0,4.0,2.0,1953.0,6037.0,7396.0,1510000.0
11055,11571100,2527.0,3.0,2.0,2003.0,6037.0,7999.0,1218350.0
11056,12011094,1720.0,0.0,2.0,1928.0,6037.0,22500.0,260880.0
11057,11599674,952.0,2.0,1.0,1937.0,6037.0,2475.0,202015.0
11058,12837152,1110.0,3.0,2.0,1973.0,6037.0,1368.0,219126.0
11059,11212009,1767.0,4.0,2.0,1988.0,6037.0,8564.0,178569.0
11060,12837545,1482.0,3.0,2.0,1955.0,6037.0,6123.0,177464.0
11061,11886894,1176.0,2.0,1.0,1925.0,6037.0,6187.0,1024979.0
11062,11598552,1470.0,2.0,2.0,1935.0,6037.0,5862.0,499070.0
11063,11571821,844.0,2.0,1.0,1940.0,6037.0,4013.0,730523.0
11064,12729346,980.0,3.0,1.0,1953.0,6037.0,5703.0,172631.0
11065,12730693,1114.0,3.0,1.0,1956.0,6037.0,7532.0,56904.0
11066,11268509,3124.0,3.0,2.0,2004.0,6037.0,21234.0,508000.0
11067,12730807,1189.0,3.0,2.0,1956.0,6037.0,5981.0,357145.0
11068,12866984,1429.0,3.0,2.0,1949.0,6037.0,6115.0,505567.0
11069,11198673,1264.0,3.0,2.0,1986.0,6037.0,3993.0,124456.0
11070,12866828,1475.0,3.0,3.0,1987.0,6037.0,1496.0,203604.0
11071,11900551,865.0,3.0,1.0,1922.0,6037.0,5206.0,216380.0
11072,10849966,1398.0,3.0,2.0,1949.0,6037.0,5629.0,457965.0
11073,11347621,2484.0,4.0,3.0,2003.0,6037.0,76972.0,528121.0
11074,12736170,1577.0,3.0,3.0,1999.0,6037.0,3178.0,322714.0
11075,11569860,1432.0,2.0,3.0,1971.0,6037.0,32989.0,828000.0
11076,12733071,1437.0,4.0,2.0,1961.0,6037.0,6457.0,500000.0
11077,11501043,1520.0,2.0,2.0,1947.0,6037.0,5700.0,2251091.0
11078,12731002,1071.0,3.0,2.0,1958.0,6037.0,6439.0,61464.0
11079,12861741,2780.0,4.0,3.0,1973.0,6037.0,15799.0,120692.0
11080,12163225,1200.0,2.0,1.0,1934.0,6037.0,5799.0,58944.0
11081,12017749,1360.0,2.0,2.0,2009.0,6037.0,,1034886.0
11082,11740396,1857.0,3.0,2.0,1932.0,6037.0,7290.0,495873.0
11083,12431195,1878.0,3.0,2.0,1953.0,6037.0,4998.0,89498.0
11084,11898130,1375.0,3.0,2.0,1962.0,6037.0,6736.0,60402.0
11085,13056703,1476.0,3.0,3.0,1988.0,6037.0,2176.0,216253.0
11086,11225522,1100.0,3.0,2.0,1983.0,6037.0,40142.0,111100.0
11087,12668061,1304.0,2.0,2.0,1975.0,6037.0,15007.0,426405.0
11088,10711910,1477.0,3.0,2.0,1960.0,6037.0,11285.0,78031.0
11089,12825837,1216.0,3.0,2.0,1955.0,6037.0,6056.0,378131.0
11090,11199763,1085.0,3.0,2.0,1986.0,6037.0,7098.0,134552.0
11091,12120045,1111.0,2.0,2.0,1972.0,6037.0,31660.0,378687.0
11092,10737778,6610.0,6.0,5.0,1993.0,6037.0,17319.0,1856818.0
11093,11284772,1260.0,3.0,2.0,1955.0,6037.0,7688.0,147000.0
11094,12715626,1913.0,3.0,2.0,1979.0,6037.0,1216.0,662787.0
11095,11394670,1319.0,3.0,1.0,1923.0,6037.0,6713.0,44062.0
11096,10896469,1898.0,4.0,3.0,1919.0,6037.0,7268.0,584616.0
11097,10856776,1518.0,2.0,2.0,1941.0,6037.0,5999.0,363524.0
11098,11100142,1458.0,2.0,3.0,1979.0,6037.0,238659.0,223014.0
11099,11556905,1060.0,2.0,2.0,2005.0,6037.0,16859.0,561000.0
11100,11270529,2411.0,3.0,2.0,1988.0,6037.0,9687.0,213933.0
11101,11115812,1830.0,2.0,2.0,2005.0,6037.0,4379.0,583768.0
11102,11496489,1422.0,3.0,2.0,1965.0,6037.0,2506.0,772508.0
11103,10993480,1014.0,2.0,1.0,1946.0,6037.0,19201.0,202313.0
11104,11888503,1206.0,2.0,1.0,1924.0,6037.0,8465.0,550733.0
11105,12021411,1453.0,2.0,2.0,1963.0,6037.0,48013.0,978979.0
11106,10796712,2196.0,4.0,3.0,1948.0,6037.0,18108.0,184862.0
11107,10929980,1364.0,2.0,2.0,1965.0,6037.0,47460.0,343795.0
11108,11769490,864.0,2.0,1.0,1910.0,6037.0,7492.0,120911.0
11109,11881181,1763.0,2.0,2.0,1949.0,6037.0,11152.0,340522.0
11110,10732727,5794.0,5.0,6.0,2007.0,6037.0,,1774541.0
11111,10909498,962.0,2.0,1.0,1936.0,6037.0,6748.0,314845.0
11112,12101593,800.0,2.0,1.0,1950.0,6037.0,5383.0,40535.0
11113,11215972,2996.0,4.0,3.0,2005.0,6037.0,7058.0,273812.0
11114,12425301,910.0,2.0,2.0,2001.0,6037.0,180578.0,203520.0
11115,12842201,1539.0,4.0,3.0,1997.0,6037.0,3002.0,424000.0
11116,11346896,3436.0,4.0,3.0,2004.0,6037.0,9073.0,667918.0
11117,12689047,5130.0,5.0,4.0,1976.0,6037.0,17962.0,2307170.0
11118,12825882,1550.0,3.0,2.0,1959.0,6037.0,6350.0,400719.0
11119,10893010,1548.0,2.0,3.0,1991.0,6037.0,20569.0,263593.0
11120,11190510,2694.0,5.0,3.0,1991.0,6037.0,7167.0,299498.0
11121,12752692,1267.0,3.0,2.0,1957.0,6037.0,6094.0,69329.0
11122,11942309,863.0,2.0,1.0,1922.0,6037.0,3597.0,790761.0
11123,13077420,2109.0,5.0,3.0,1964.0,6037.0,8293.0,271100.0
11124,12668956,1389.0,3.0,2.0,1955.0,6037.0,7180.0,106397.0
11125,11942559,1658.0,3.0,1.0,1926.0,6037.0,4999.0,77927.0
11126,11277714,2859.0,6.0,4.0,1951.0,6037.0,8648.0,220441.0
11127,12752618,1787.0,4.0,3.0,1957.0,6037.0,5816.0,518170.0
11128,10798060,1595.0,3.0,2.0,1950.0,6037.0,6140.0,497472.0
11129,11416962,1392.0,2.0,2.0,1946.0,6037.0,5474.0,82839.0
11130,11078011,1990.0,3.0,3.0,1989.0,6037.0,268177.0,197538.0
11131,10839924,1068.0,2.0,2.0,1980.0,6037.0,12997.0,143499.0
11132,12925976,2115.0,4.0,3.0,2013.0,6037.0,,546760.0
